id,url,title,company_name,company_logo,category,tags,job_type,publication_date,candidate_required_location,salary,description
1001,https://example.com/jobs/1001,Data Engineer,TechCorp,https://logo.com/17,Data Engineering,"['python', 'sql', 'aws', 'spark', 'airflow']",full_time,2026-06-03T15:13:27+00:00,"Sydney, Australia","$150,000 - $180,000",Exciting opportunity for a Data Engineer at TechCorp. Join our remote team!
1002,https://example.com/jobs/1002,Machine Learning Engineer,LogiTech,https://logo.com/10,AI & Machine Learning,"['python', 'pytorch', 'tensorflow', 'mlflow']",full_time,2026-01-15T18:55:14+00:00,"Toronto, Canada",,Exciting opportunity for a Machine Learning Engineer at LogiTech. Join our remote team!
1003,https://example.com/jobs/1003,AI Research Scientist,TechCorp,https://logo.com/9,AI & Machine Learning,"['python', 'pytorch', 'scikit-learn']",full_time,2026-04-20T17:55:55+00:00,"New York, USA","$150,000 - $180,000",Exciting opportunity for a AI Research Scientist at TechCorp. Join our remote team!
1004,https://example.com/jobs/1004,DevOps Engineer,MedTech,https://logo.com/15,Software Development,"['aws', 'terraform', 'kubernetes', 'docker', 'ci/cd']",full_time,2026-03-02T21:29:49+00:00,Global,"$70,000 - $90,000",Exciting opportunity for a DevOps Engineer at MedTech. Join our remote team!
1005,https://example.com/jobs/1005,Python Developer,DataFlow,https://logo.com/15,Software Development,"['python', 'django', 'postgresql', 'docker']",full_time,2025-12-19T10:17:31+00:00,France,"$70,000 - $90,000",Exciting opportunity for a Python Developer at DataFlow. Join our remote team!
1006,https://example.com/jobs/1006,AI Research Scientist,GlobalSync,https://logo.com/17,AI & Machine Learning,"['python', 'pytorch', 'scikit-learn']",part_time,2026-04-14T08:53:43+00:00,Worldwide,"$70,000 - $90,000",Exciting opportunity for a AI Research Scientist at GlobalSync. Join our remote team!
1007,https://example.com/jobs/1007,Senior Data Analyst,LogiTech,https://logo.com/12,Data Analytics,"['sql', 'python', 'tableau', 'excel']",full_time,2026-03-27T00:36:24+00:00,USA,"$100,000 - $120,000",Exciting opportunity for a Senior Data Analyst at LogiTech. Join our remote team!
1008,https://example.com/jobs/1008,Analytics Engineer,DataFlow,https://logo.com/18,Data Engineering,"['sql', 'dbt', 'snowflake', 'looker']",full_time,2026-01-11T16:12:44+00:00,USA,,Exciting opportunity for a Analytics Engineer at DataFlow. Join our remote team!
1009,https://example.com/jobs/1009,Backend Engineer,QuantumCompute,https://logo.com/9,Software Development,"['python', 'fastapi', 'postgresql', 'aws']",full_time,2026-05-12T19:36:23+00:00,USA,"$70,000 - $90,000",Exciting opportunity for a Backend Engineer at QuantumCompute. Join our remote team!
1010,https://example.com/jobs/1010,Fullstack Developer,TechCorp,https://logo.com/1,Software Development,"['javascript', 'react', 'nextjs', 'node.js', 'postgresql']",part_time,2026-02-18T09:25:42+00:00,UK,"$120,000 - $140,000",Exciting opportunity for a Fullstack Developer at TechCorp. Join our remote team!
1011,https://example.com/jobs/1011,Backend Engineer,DataFlow,https://logo.com/12,Software Development,"['python', 'fastapi', 'postgresql', 'aws']",part_time,2026-03-24T13:51:18+00:00,Global,"$90,000 - $110,000",Exciting opportunity for a Backend Engineer at DataFlow. Join our remote team!
1012,https://example.com/jobs/1012,Analytics Engineer,ApexSystems,https://logo.com/5,Data Engineering,"['sql', 'dbt', 'snowflake', 'looker']",full_time,2026-03-01T12:33:15+00:00,France,"$70,000 - $90,000",Exciting opportunity for a Analytics Engineer at ApexSystems. Join our remote team!
1013,https://example.com/jobs/1013,DevOps Engineer,CoreData,https://logo.com/13,Software Development,"['aws', 'terraform', 'kubernetes', 'docker', 'ci/cd']",full_time,2026-01-12T08:04:11+00:00,"London, UK","$70,000 - $90,000",Exciting opportunity for a DevOps Engineer at CoreData. Join our remote team!
1014,https://example.com/jobs/1014,Backend Engineer,InfinitySoft,https://logo.com/12,Software Development,"['python', 'fastapi', 'postgresql', 'aws']",full_time,2026-03-31T01:22:27+00:00,France,"$120,000 - $140,000",Exciting opportunity for a Backend Engineer at InfinitySoft. Join our remote team!
1015,https://example.com/jobs/1015,Fullstack Developer,PyStudio,https://logo.com/17,Software Development,"['javascript', 'react', 'nextjs', 'node.js', 'postgresql']",full_time,2026-04-23T10:31:31+00:00,Worldwide,"$150,000 - $180,000",Exciting opportunity for a Fullstack Developer at PyStudio. Join our remote team!
1016,https://example.com/jobs/1016,Python Developer,DataFlow,https://logo.com/20,Software Development,"['python', 'django', 'postgresql', 'docker']",full_time,2026-05-14T00:42:32+00:00,"Tokyo, Japan","$100,000 - $120,000",Exciting opportunity for a Python Developer at DataFlow. Join our remote team!
1017,https://example.com/jobs/1017,Python Developer,CoreData,https://logo.com/15,Software Development,"['python', 'django', 'postgresql', 'docker']",full_time,2026-03-15T03:29:27+00:00,"Tokyo, Japan","$150,000 - $180,000",Exciting opportunity for a Python Developer at CoreData. Join our remote team!
1018,https://example.com/jobs/1018,Backend Engineer,CoreData,https://logo.com/9,Software Development,"['python', 'fastapi', 'postgresql', 'aws']",part_time,2026-01-17T03:03:17+00:00,"Sydney, Australia","$70,000 - $90,000",Exciting opportunity for a Backend Engineer at CoreData. Join our remote team!
1019,https://example.com/jobs/1019,Backend Engineer,CodeFactory,https://logo.com/10,Software Development,"['python', 'fastapi', 'postgresql', 'aws']",full_time,2026-04-18T20:42:43+00:00,Germany,"$90,000 - $110,000",Exciting opportunity for a Backend Engineer at CodeFactory. Join our remote team!
1020,https://example.com/jobs/1020,Senior Data Analyst,AeroSpace,https://logo.com/17,Data Analytics,"['sql', 'python', 'tableau', 'excel']",full_time,2025-12-29T00:17:07+00:00,Germany,"$100,000 - $120,000",Exciting opportunity for a Senior Data Analyst at AeroSpace. Join our remote team!
1021,https://example.com/jobs/1021,Data Analyst,AeroSpace,https://logo.com/12,Data Analytics,"['sql', 'excel', 'tableau', 'powerbi']",full_time,2026-05-20T17:42:15+00:00,USA,"$70,000 - $90,000",Exciting opportunity for a Data Analyst at AeroSpace. Join our remote team!
1022,https://example.com/jobs/1022,Analytics Engineer,GraphQube,https://logo.com/6,Data Engineering,"['sql', 'dbt', 'snowflake', 'looker']",full_time,2026-06-06T11:29:37+00:00,Germany,"$70,000 - $90,000",Exciting opportunity for a Analytics Engineer at GraphQube. Join our remote team!
1023,https://example.com/jobs/1023,Backend Engineer,NextGen,https://logo.com/3,Software Development,"['python', 'fastapi', 'postgresql', 'aws']",full_time,2026-01-22T04:54:27+00:00,Global,"$70,000 - $90,000",Exciting opportunity for a Backend Engineer at NextGen. Join our remote team!
1024,https://example.com/jobs/1024,Senior Data Analyst,MedTech,https://logo.com/16,Data Analytics,"['sql', 'python', 'tableau', 'excel']",full_time,2026-06-02T22:31:47+00:00,Worldwide,,Exciting opportunity for a Senior Data Analyst at MedTech. Join our remote team!
1025,https://example.com/jobs/1025,DevOps Engineer,LogiTech,https://logo.com/2,Software Development,"['aws', 'terraform', 'kubernetes', 'docker', 'ci/cd']",full_time,2026-05-09T07:06:36+00:00,"Berlin, Germany","$100,000 - $120,000",Exciting opportunity for a DevOps Engineer at LogiTech. Join our remote team!
1026,https://example.com/jobs/1026,Senior Data Engineer,LogiTech,https://logo.com/6,Data Engineering,"['python', 'sql', 'snowflake', 'dbt', 'spark']",full_time,2026-04-20T06:56:02+00:00,Canada,,Exciting opportunity for a Senior Data Engineer at LogiTech. Join our remote team!
1027,https://example.com/jobs/1027,AI Research Scientist,CodeFactory,https://logo.com/4,AI & Machine Learning,"['python', 'pytorch', 'scikit-learn']",full_time,2026-02-27T19:19:27+00:00,"New York, USA","$90,000 - $110,000",Exciting opportunity for a AI Research Scientist at CodeFactory. Join our remote team!
1028,https://example.com/jobs/1028,Analytics Engineer,NextGen,https://logo.com/7,Data Engineering,"['sql', 'dbt', 'snowflake', 'looker']",full_time,2026-01-13T23:03:29+00:00,Global,"$70,000 - $90,000",Exciting opportunity for a Analytics Engineer at NextGen. Join our remote team!
1029,https://example.com/jobs/1029,Python Developer,AI Innovations,https://logo.com/18,Software Development,"['python', 'django', 'postgresql', 'docker']",full_time,2026-04-01T19:54:32+00:00,"Paris, France",,Exciting opportunity for a Python Developer at AI Innovations. Join our remote team!
1030,https://example.com/jobs/1030,Backend Engineer,TechCorp,https://logo.com/11,Software Development,"['python', 'fastapi', 'postgresql', 'aws']",full_time,2026-04-24T17:27:13+00:00,"Paris, France","$90,000 - $110,000",Exciting opportunity for a Backend Engineer at TechCorp. Join our remote team!
1031,https://example.com/jobs/1031,Fullstack Developer,CoreData,https://logo.com/11,Software Development,"['javascript', 'react', 'nextjs', 'node.js', 'postgresql']",full_time,2026-03-13T18:51:16+00:00,"New York, USA","$120,000 - $140,000",Exciting opportunity for a Fullstack Developer at CoreData. Join our remote team!
1032,https://example.com/jobs/1032,AI Research Scientist,CoreData,https://logo.com/15,AI & Machine Learning,"['python', 'pytorch', 'scikit-learn']",part_time,2025-12-26T14:19:58+00:00,"Toronto, Canada","$90,000 - $110,000",Exciting opportunity for a AI Research Scientist at CoreData. Join our remote team!
1033,https://example.com/jobs/1033,Data Engineer,WebFlow,https://logo.com/16,Data Engineering,"['python', 'sql', 'aws', 'spark', 'airflow']",full_time,2026-03-25T20:17:07+00:00,"Paris, France","$100,000 - $120,000",Exciting opportunity for a Data Engineer at WebFlow. Join our remote team!
1034,https://example.com/jobs/1034,Analytics Engineer,WebFlow,https://logo.com/1,Data Engineering,"['sql', 'dbt', 'snowflake', 'looker']",full_time,2026-01-04T09:30:50+00:00,"San Francisco, USA","$70,000 - $90,000",Exciting opportunity for a Analytics Engineer at WebFlow. Join our remote team!
1035,https://example.com/jobs/1035,Data Engineer,WebFlow,https://logo.com/4,Data Engineering,"['python', 'sql', 'aws', 'spark', 'airflow']",full_time,2026-05-05T23:17:48+00:00,Worldwide,,Exciting opportunity for a Data Engineer at WebFlow. Join our remote team!
1036,https://example.com/jobs/1036,DevOps Engineer,ByteSize,https://logo.com/14,Software Development,"['aws', 'terraform', 'kubernetes', 'docker', 'ci/cd']",part_time,2026-03-15T17:08:52+00:00,USA,"$120,000 - $140,000",Exciting opportunity for a DevOps Engineer at ByteSize. Join our remote team!
1037,https://example.com/jobs/1037,Fullstack Developer,LogiTech,https://logo.com/2,Software Development,"['javascript', 'react', 'nextjs', 'node.js', 'postgresql']",full_time,2026-03-09T05:58:09+00:00,Germany,,Exciting opportunity for a Fullstack Developer at LogiTech. Join our remote team!
1038,https://example.com/jobs/1038,Senior Data Analyst,MedTech,https://logo.com/2,Data Analytics,"['sql', 'python', 'tableau', 'excel']",full_time,2026-05-12T11:52:53+00:00,Canada,"$150,000 - $180,000",Exciting opportunity for a Senior Data Analyst at MedTech. Join our remote team!
1039,https://example.com/jobs/1039,Backend Engineer,ApexSystems,https://logo.com/13,Software Development,"['python', 'fastapi', 'postgresql', 'aws']",full_time,2026-01-31T02:20:47+00:00,Canada,,Exciting opportunity for a Backend Engineer at ApexSystems. Join our remote team!
1040,https://example.com/jobs/1040,Data Engineer,DataFlow,https://logo.com/18,Data Engineering,"['python', 'sql', 'aws', 'spark', 'airflow']",full_time,2026-05-28T02:41:56+00:00,"San Francisco, USA","$100,000 - $120,000",Exciting opportunity for a Data Engineer at DataFlow. Join our remote team!
1041,https://example.com/jobs/1041,Data Engineer,InfinitySoft,https://logo.com/18,Data Engineering,"['python', 'sql', 'aws', 'spark', 'airflow']",full_time,2026-02-16T09:29:08+00:00,"Toronto, Canada","$150,000 - $180,000",Exciting opportunity for a Data Engineer at InfinitySoft. Join our remote team!
1042,https://example.com/jobs/1042,Senior Data Analyst,AeroSpace,https://logo.com/13,Data Analytics,"['sql', 'python', 'tableau', 'excel']",full_time,2026-03-05T10:07:18+00:00,Canada,,Exciting opportunity for a Senior Data Analyst at AeroSpace. Join our remote team!
1043,https://example.com/jobs/1043,DevOps Engineer,ApexSystems,https://logo.com/8,Software Development,"['aws', 'terraform', 'kubernetes', 'docker', 'ci/cd']",full_time,2026-02-17T12:00:54+00:00,Worldwide,"$150,000 - $180,000",Exciting opportunity for a DevOps Engineer at ApexSystems. Join our remote team!
1044,https://example.com/jobs/1044,Python Developer,CloudScale,https://logo.com/14,Software Development,"['python', 'django', 'postgresql', 'docker']",full_time,2026-05-11T07:06:21+00:00,Canada,"$100,000 - $120,000",Exciting opportunity for a Python Developer at CloudScale. Join our remote team!
1045,https://example.com/jobs/1045,Backend Engineer,CoreData,https://logo.com/3,Software Development,"['python', 'fastapi', 'postgresql', 'aws']",full_time,2025-12-18T08:43:05+00:00,USA,,Exciting opportunity for a Backend Engineer at CoreData. Join our remote team!
1046,https://example.com/jobs/1046,Backend Engineer,LogiTech,https://logo.com/13,Software Development,"['python', 'fastapi', 'postgresql', 'aws']",full_time,2026-02-17T10:06:58+00:00,Canada,,Exciting opportunity for a Backend Engineer at LogiTech. Join our remote team!
